0.427675,-0.46725,0.0595062,5
-0.439652,-0.46007,0.0425044,4
-0.325975,-0.116761,0.0595062,5
-0.13613,0.218474,0.0425044,0
0.395356,0.333418,0.0595062,5
-0.209754,-0.0215709,0.0425044,4
-0.0183389,-0.171027,0.0595062,5
0.0577998,0.332674,0.0425044,4
-0.110012,-0.00213929,0.0595062,5
0.439798,0.183688,0.0425044,4
0.241142,0.278651,0.0595062,5
-0.489912,0.0294746,0.0425044,5
0.289335,0.386232,0.0595062,4
0.339992,-0.230404,0.0425044,4
-0.458333,0.180011,0.0595062,5
0.0599614,0.179227,0.0425044,5
-0.100766,-0.256491,0.0595062,5
-0.276613,-0.389703,0.0425044,3
0.344414,-0.129264,0.0595062,5
0.473051,0.105817,0.0425044,4
0.147431,-0.262748,0.0595062,3
-0.0136617,-0.30841,0.0425044,5
0.460823,-0.059528,0.0595062,3
-0.393722,0.3462,0.0425044,5
-0.400324,0.0764771,0.0595062,4
-0.490502,0.472585,0.0425044,3
0.420608,-0.291839,0.0595062,5
0.0836137,0.0272377,0.0425044,5
0.163922,0.369179,0.0595062,3
-0.307388,-0.216678,0.0425044,4
-0.0371365,0.36956,0.0595062,5
-0.0449133,0.0758473,0.0425044,5
0.25301,0.498534,0.0595062,5
-0.375333,0.238279,0.0425044,4
-0.492374,0.371354,0.0595062,6
0.00168462,0.00529426,0.0425044,4
0.337615,-0.0112453,0.0595062,5
0.036834,0.0978167,0.0425044,4
-0.139761,0.112382,0.0595062,5
0.144668,-0.364703,0.0425044,4
0.137525,0.113783,0.0595062,5
-0.251915,0.350979,0.0425044,4
-0.232861,0.251258,0.0595062,5
0.34961,0.467992,0.0425044,4
-0.0231687,-0.484721,0.0595062,4
0.330935,-0.436307,0.0425044,4
-0.122502,0.452103,0.0595062,4
-0.071703,0.273996,0.0425044,3
0.244737,-0.194268,0.0595062,6
0.339514,-0.352074,0.0425044,3
0.0623756,0.433701,0.0595062,5
0.153263,-0.0207556,0.0425044,4
0.23246,0.0428932,0.0595062,5
-0.320942,0.302686,0.0425044,4
0.0908723,-0.45099,0.0595062,5
0.0231365,0.255702,0.0425044,4
-0.419528,-0.0436855,0.0595062,4
-0.227577,0.0612683,0.0425044,4
-0.343718,-0.492307,0.0595062,4
0.0463903,-0.248864,0.0425044,5
-0.188998,-0.441801,0.0595062,4
0.00969852,-0.389519,0.0425044,5
-0.20713,-0.204854,0.0595062,5
-0.453077,-0.139749,0.0425044,3
-0.377958,-0.378968,0.0595062,5
-0.0353661,-0.0709434,0.0425044,5
-0.151277,0.337154,0.0595062,5
-0.310173,0.185252,0.0425044,4
0.0663258,-0.073269,0.0595062,5
0.159582,-0.138603,0.0425044,3
-0.124855,-0.119628,0.0595062,5
-0.409069,0.42975,0.0425044,4
0.346882,0.225052,0.0595062,5
0.156128,0.470839,0.0425044,4
0.243493,-0.384052,0.0595062,5
-0.225284,-0.104736,0.0425044,4
-0.240356,0.451345,0.0595062,5
-0.364488,-0.278541,0.0425044,3
0.452533,-0.177724,0.0595062,5
-0.447928,0.280838,0.0425044,5
-0.199141,-0.323406,0.0595062,4
0.425499,0.430873,0.0425044,4
0.246931,0.160452,0.0595062,5
0.469128,0.263263,0.0425044,3
0.238646,-0.0756712,0.0595062,6
0.0685845,-0.329618,0.0425044,4
-0.309138,0.000243288,0.0595062,6
-0.329033,0.40118,0.0425044,3
-0.0909835,-0.374893,0.0595062,4
0.279863,-0.289638,0.0425044,3
-0.496642,-0.376438,0.0595062,5
-0.389298,-0.195623,0.0425044,4
-0.464773,-0.26264,0.0595062,5
0.426226,0.0361228,0.0425044,5
0.352832,0.106548,0.0595062,4
-0.2334,0.149901,0.0425044,4
0.125094,0.256717,0.0595062,5
-0.302213,0.101278,0.0425044,5
-0.0412834,0.177313,0.0595062,5
0.0831976,-0.173387,0.0425044,4
